Time,data
1719350152.2852042,-0.6472579013927243
1719350152.3243856,-0.6833200745830121
1719350152.365081,-0.7029550548316802
1719350152.4047687,-0.7029550548316802
1719350152.4443793,-0.7130268788875391
1719350152.4849007,-0.7130268788875391
1719350152.5242708,-0.7200614067413366
1719350152.5644813,-0.7651934969229812
1719350152.6045423,-0.7683374755311575
1719350152.6443172,-0.7690083449211917
1719350152.6847143,-0.7637662457209562
1719350152.7242842,-0.7599209079318616
1719350152.7646174,-0.7599209079318616
1719350152.8043175,-0.7534978209056074
1719350152.8474066,-0.7609706482909289
1719350152.887988,-0.7565312352038172
1719350152.9284718,-0.7540514422191222
1719350152.967473,-0.7298227817405931
1719350153.0074594,-0.7220872981406472
1719350153.0466704,-0.7198126992193886
1719350153.088361,-0.7247880347640707
1719350153.126619,-0.7170978463065807
1719350153.166825,-0.7170978463065807
1719350153.206564,-0.7083223256654758
1719350153.2475317,-0.7018468980804429
1719350153.2882204,-0.6920457927756952
1719350153.3277276,-0.688120717947376
1719350153.3677928,-0.6833558977725835
1719350153.407265,-0.6688975709654357
1719350153.448094,-0.6633527664310974
1719350153.4876165,-0.6328969282752173
1719350153.527305,-0.6328969282752173
1719350153.5673685,-0.6242426930752479
1719350153.6067064,-0.5550512969492252
1719350153.6473806,-0.5148084561039145
1719350153.6882195,-0.5034932665581137
1719350153.7280471,-0.46485310835220595
1719350153.7674494,-0.43311810901893893
1719350153.8079925,-0.43311810901893893
1719350153.8472714,-0.45654932265991144
1719350153.8875992,-0.45654932265991144
1719350153.927258,-0.4453222678329458
1719350153.9666548,-0.4000280407995178
1719350154.006734,-0.3645340397595315
1719350154.0475338,-0.32660479723481617
1719350154.0882308,-0.30042594868931144
1719350154.1273263,-0.3043722525736231
1719350154.1670232,-0.3043722525736231
1719350154.2066276,-0.2642734491452913
1719350154.2472935,-0.1339200192900491
1719350154.2874177,-0.09549313473742865
1719350154.3272438,-0.07051533389547779
1719350154.3677115,-0.13748680671084815
1719350154.4074993,-0.1216196197435305
1719350154.4482915,-0.1216196197435305
1719350154.4877331,-0.06306248830123695
1719350154.5275273,-0.033259349038134156
1719350154.567258,-0.033259349038134156
1719350154.6073117,-0.027057872103889824
1719350154.648586,-0.01148139425689304
1719350154.6877162,0.012229517980618831
1719350154.7275836,0.02279812446510271
1719350154.7669106,0.032931570742041116
1719350154.8069615,0.03392568262935003
1719350154.8474972,0.03392568262935003
1719350154.8873882,0.05455521835164123
1719350154.9274755,0.051631951623592076
1719350154.9668698,0.051631951623592076
1719350155.007006,0.05908774448993209
1719350155.0481,0.05393403098348876
1719350155.0875156,0.04661649160500325
1719350155.1273057,0.05319606405732846
1719350155.1668196,0.04797869038283642
1719350155.2068114,0.04273477443800139
1719350155.2496386,0.04273477443800139
1719350155.2876263,0.037349610652059495
1719350155.3274105,0.03223849807037482
1719350155.3694654,0.03223849807037482
1719350155.4074423,0.01394775274620097
1719350155.4474373,0.01458709668985897
1719350155.487635,0.01840941859263895
1719350155.527969,0.041726450882631994
1719350155.5666928,0.04671865432654376
1719350155.6065974,0.05890420078419961
1719350155.6475747,0.05325229781846452
1719350155.6878762,0.05325229781846452
1719350155.7280715,0.08869795133161817
1719350155.7674196,0.14319494033012475
1719350155.8073535,0.08496117992254681
1719350155.8481715,0.1064055074159172
1719350155.887734,0.16146967807251578
1719350155.9272258,0.20368493387345732
1719350155.9674344,0.2638331590053671
1719350156.008072,0.2794304534410361
1719350156.0473096,0.2659031341295831
1719350156.0873694,0.2967931332038512
1719350156.1275127,0.2967931332038512
1719350156.1678467,0.4297426882225481
1719350156.2081542,0.4681199597129063
1719350156.247398,0.5268728960920936
1719350156.2879024,0.4648462654476303
1719350156.3273904,0.48254508896668635
1719350156.3666406,0.5078958836355971
1719350156.4072375,0.5558130951021729
1719350156.44741,0.5803335554370658
1719350156.4878764,0.6322817293184639
1719350156.5279908,0.6322817293184639
1719350156.566695,0.646620773586302
1719350156.6067224,0.6617033004492567
1719350156.6467867,0.684749557177223
1719350156.6876428,0.7227005159896478
1719350156.7273884,0.728371229146885
1719350156.7677207,0.7385038342838897
1719350156.8076856,0.7927371465679505
1719350156.847567,0.8040863585805523
1719350156.8879735,0.8133354905599665
1719350156.9280128,0.7919103168785308
1719350156.9669142,0.7930437866992359
1719350157.0070102,0.7911365023931473
1719350157.0474138,0.7839106887250474
1719350157.0883596,0.7996324790703855
1719350157.1276171,0.7996476365648204
1719350157.1675446,0.7942492485329931
1719350157.2075145,0.8024581167347332
1719350157.247517,0.794884324376673
1719350157.2874198,0.7822596781255576
1719350157.3273025,0.7867626366885504
1719350157.3682604,0.7806007680716261
1719350157.4085968,0.7737130542380045
1719350157.4485028,0.7581019635826772
1719350157.4875956,0.7581019635826772
1719350157.527302,0.7349369161937465
1719350157.5679533,0.7275870074793453
1719350157.6086957,0.7275870074793453
1719350157.6478543,0.7140436538117596
1719350157.6880176,0.6993079488541865
1719350157.7274475,0.6738093881042098
1719350157.7674677,0.646883252202167
1719350157.8075945,0.6374373066799321
1719350157.8475876,0.6208742420209061
1719350157.8868906,0.5993787626706195
1719350157.9273806,0.5993787626706195
1719350157.9675858,0.5603287435636665
1719350158.0105746,0.5187425572134862
1719350158.0476532,0.5187425572134862
1719350158.0873058,0.48289949597999904
1719350158.1266124,0.46042588679624963
1719350158.1677563,0.41597557533472695
1719350158.2074888,0.33250333316225683
1719350158.2475343,0.3169048661783783
1719350158.2868078,0.30115481737134314
1719350158.3272474,0.2697552056891738
1719350158.3678265,0.28720090793219694
1719350158.4075546,0.24718251160062965
1719350158.4479988,0.1879902217535957
1719350158.4865756,0.08454624105315711
1719350158.5267513,0.06617961725584987
1719350158.5674028,0.04030677172654368
1719350158.6082602,0.09869885196342976
1719350158.6491315,0.08260151367699559
1719350158.6879826,0.06886012718621526
1719350158.7277243,-0.01315644976764141
1719350158.7677586,-0.020180355652168747
1719350158.8084188,-0.020180355652168747
1719350158.847623,-0.012859591219902267
1719350158.8869777,-0.020528803980900706
1719350158.9265969,-0.025089679706422174
1719350158.968189,-0.025740668827550856
1719350159.007415,-0.046815903294232464
1719350159.0474083,-0.04576179927145885
1719350159.0869963,-0.04576179927145885
1719350159.1267574,-0.03615225101502442
1719350159.1683202,-0.03062023370143052
1719350159.2077637,-0.027743896426046855
1719350159.2475185,-0.028573617677092683
1719350159.286575,-0.02156716304284445
1719350159.3270016,-0.017886964306474407
1719350159.3679376,-0.01391114588568143
1719350159.407823,0.002508707141757688
1719350159.4480088,0.002508707141757688
1719350159.48787,0.005411440137625845
1719350159.5278738,0.0066106823183830765
1719350159.568529,0.0058214455340183935
1719350159.6073883,0.003578826320899342
1719350159.647428,-0.005495831290569464
1719350159.6877306,-0.014956624721034428
1719350159.7277987,-0.02708427566334365
1719350159.7679226,0.0052042054577111085
1719350159.80748,0.0052042054577111085
1719350159.8476074,-0.03095975417564867
1719350159.88782,-0.041099627519989426
1719350159.927397,-0.06102227491217646
1719350159.9683697,-0.08334626782341506
1719350160.0093892,-0.09497692043698712
1719350160.048658,-0.15171918170646345
1719350160.0870743,-0.16570083115060627
1719350160.1269271,-0.17955426985355277
1719350160.1686373,-0.21053726532543499
1719350160.20785,-0.25509199075315636
1719350160.247791,-0.28569617529322544
1719350160.2876892,-0.4103692949636585
1719350160.3272698,-0.4497906239318915
1719350160.3686614,-0.4814431815424934
1719350160.4087052,-0.41293432483641207
1719350160.448583,-0.42769095864251777
1719350160.488345,-0.42769095864251777
1719350160.5274012,-0.5461263982377289
1719350160.5674162,-0.6223912950219719
1719350160.6076698,-0.6348947588894966
1719350160.6476243,-0.6119312091509018
1719350160.6873493,-0.6119992352462185
1719350160.7275643,-0.6119992352462185
1719350160.7691557,-0.6522654628616966
1719350160.808701,-0.6576287086949022
1719350160.848391,-0.6576287086949022
1719350160.8870802,-0.663965749117444
1719350160.927009,-0.7285077043768314
1719350160.967121,-0.7589954434804921
1719350161.0104985,-0.7589954434804921
1719350161.0477293,-0.7789781448928409
